0,0,0,0,0, 
0,0,0,0,1, 
0,0,0,0,2, 
0,0,0,0,3, 
0,0,0,0,4, 
0,0,0,0,5, 
0,0,0,0,6, 
0,0,0,0,7, 
0,0,0,0,8, 
0,0,0,0,9, 
0,0,0,0,10, 
0,0,0,0,11, 
0,0,0,0,12, 
0,0,0,0,13, 
0,0,0,0,14, 
0,0,0,0,15, 
127,127,127,1,0, 
127,127,127,1,1, 
127,127,127,1,2, 
127,127,127,1,3, 
127,127,127,1,4, 
127,127,127,1,5, 
127,127,127,1,6, 
127,127,127,1,7, 
127,127,127,1,8, 
127,127,127,1,9, 
127,127,127,1,10, 
127,127,127,1,11, 
127,127,127,1,12, 
127,127,127,1,13, 
127,127,127,1,14, 
127,127,127,1,15, 
192,192,192,2,0, 
192,192,192,2,1, 
192,192,192,2,2, 
192,192,192,2,3, 
192,192,192,2,4, 
192,192,192,2,5, 
192,192,192,2,6, 
192,192,192,2,7, 
192,192,192,2,8, 
192,192,192,2,9, 
192,192,192,2,10, 
192,192,192,2,11, 
192,192,192,2,12, 
192,192,192,2,13, 
192,192,192,2,14, 
192,192,192,2,15, 
255,255,255,3,0, 
255,255,255,3,1, 
255,255,255,3,2, 
255,255,255,3,3, 
255,255,255,3,4, 
255,255,255,3,5, 
255,255,255,3,6, 
255,255,255,3,7, 
255,255,255,3,8, 
255,255,255,3,9, 
255,255,255,3,10, 
255,255,255,3,11, 
255,255,255,3,12, 
255,255,255,3,13, 
255,255,255,3,14, 
255,255,255,3,15, 
0,0,255,4,0, 
0,0,255,4,1, 
0,0,255,4,2, 
0,0,255,4,3, 
0,0,255,4,4, 
0,0,255,4,5, 
0,0,255,4,6, 
0,0,255,4,7, 
0,0,255,4,8, 
0,0,255,4,9, 
0,0,255,4,10, 
0,0,255,4,11, 
0,0,255,4,12, 
0,0,255,4,13, 
0,0,255,4,14, 
0,0,255,4,15, 
0,0,127,5,0, 
0,0,127,5,1, 
0,0,127,5,2, 
0,0,127,5,3, 
0,0,127,5,4, 
0,0,127,5,5, 
0,0,127,5,6, 
0,0,127,5,7, 
0,0,127,5,8, 
0,0,127,5,9, 
0,0,127,5,10, 
0,0,127,5,11, 
0,0,127,5,12, 
0,0,127,5,13, 
0,0,127,5,14, 
0,0,127,5,15, 
0,255,255,6,0, 
0,255,255,6,1, 
0,255,255,6,2, 
0,255,255,6,3, 
0,255,255,6,4, 
0,255,255,6,5, 
0,255,255,6,6, 
0,255,255,6,7, 
0,255,255,6,8, 
0,255,255,6,9, 
0,255,255,6,10, 
0,255,255,6,11, 
0,255,255,6,12, 
0,255,255,6,13, 
0,255,255,6,14, 
0,255,255,6,15, 
